Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
1	-232.91821	69.73438	-131.08426	-327.86963	-506.51523	104.93224	-329.8676	-620.88617	1000.0	1000.0	3999	0.09773269	2.6572149	15.799537	-9.730327	0.09737093	2.6561062	15.767508	-10.017882	-0.22835152	0.9832164	0.29126263	0.082729705	0.4622381	0.19210501	0.31772745	0.25580412	0.9990005	0.051928118	64.01820421218872
2	-271.15552	59.56777	-219.35454	-370.16977	-110.99028	83.250694	33.365685	-268.49493	1000.0	1000.0	7999	7.7484555	6.7558455	35.865944	-9.212887	7.748469	6.7554955	35.94353	-9.914231	-8.225966	3.2187057	0.47250277	0.055857096	0.6686851	0.3379767	0.01292588	0.013212408	0.051876806	0.0010136781	146.05258536338806
3	248.35172	579.3231	1177.4816	-247.10468	1214.9966	26.266132	1260.4825	1173.7977	1000.0	1000.0	11999	19.740522	11.67453	55.17561	-8.265608	19.740366	11.67498	54.931137	-7.898085	-20.20014	3.2761621	0.49974552	0.057064794	0.69837946	0.37029493	0.00024989812	0.00025852595	0.0010126674	1.8182405e-05	221.06604528427124
4	1655.7316	189.21442	1891.5781	1419.8424	2119.4604	65.095604	2204.9631	2028.3712	1000.0	1000.0	15999	29.748047	17.448048	72.66548	-11.655576	29.747997	17.448046	72.810486	-11.841476	-30.013922	2.6217377	0.43740577	0.029536424	0.5539279	0.3514845	4.437177e-06	4.6138666e-06	1.8164068e-05	3.330471e-07	302.71516370773315
5	2182.1997	125.28765	2271.2212	1967.5842	2452.053	38.807358	2528.726	2400.748	1000.0	1000.0	19999	46.0459	24.202444	97.820015	-13.434039	46.045666	24.202343	98.14418	-13.202139	-46.34849	3.9358835	0.55867845	0.05760991	0.8840092	0.41052404	8.2728036e-08	8.482061e-08	3.3271633e-07	6.4585897e-09	382.7640919685364
6	2398.064	49.926273	2459.5059	2322.3406	2807.572	32.149216	2860.2742	2757.7715	1000.0	1000.0	23999	68.34874	30.377317	123.09585	-12.912722	68.34882	30.377138	122.05221	-13.305623	-68.62469	5.4263673	0.66699713	0.047301363	0.903886	0.53741556	1.6020437e-09	1.6460489e-09	6.4521504e-09	1.2277294e-10	463.2368791103363
7	2637.2847	99.768394	2773.9817	2494.1135	2895.0466	42.62937	2976.054	2823.2927	1000.0	1000.0	27999	92.46318	34.843624	145.61832	-12.452716	92.46321	34.843407	145.58409	-12.05428	-92.68313	6.1937513	0.7254809	0.04667666	0.9436078	0.59466845	3.033941e-11	3.1267586e-11	1.2265078e-10	2.3035321e-12	543.6810276508331
8	2803.6199	60.242443	2868.0916	2709.5195	3048.2505	33.962437	3088.7622	2977.1487	1000.0	1000.0	31999	115.94936	38.137623	169.43234	-11.510826	115.94936	38.13744	168.58156	-11.502424	-116.09399	6.693452	0.7701191	0.047913354	0.95705813	0.62279123	5.6734164e-13	5.856568e-13	2.3012178e-12	4.3144748e-14	622.2178008556366
9	2884.1458	67.148865	2972.516	2799.6184	3137.0632	41.39722	3206.3452	3076.5386	1000.0	1000.0	35999	138.36269	39.99887	189.58606	-7.7803373	138.36272	39.998814	189.38135	-7.1510706	-138.45622	6.9971924	0.79526883	0.04743509	1.0043807	0.6620258	1.0608215e-14	1.0963411e-14	4.310148e-14	7.9205855e-16	703.1832978725433
10	2965.9707	21.202227	2996.8035	2940.726	3323.4368	55.98376	3402.0962	3199.2593	1000.0	1000.0	39999	158.6321	40.428814	208.82884	-0.39117062	158.63213	40.429058	209.67467	-0.11818403	-158.66383	7.1622596	0.7977027	0.046342183	0.9713636	0.6542131	1.9427144e-16	2.0101542e-16	7.9126123e-16	1.4656186e-17	790.0202770233154
11	3012.2444	39.54373	3056.796	2960.7153	3373.3286	55.88764	3442.5159	3268.8044	1000.0	1000.0	43999	176.84796	40.22002	225.12956	10.63637	176.84798	40.21983	225.16098	13.343231	-176.81165	7.477148	0.82216346	0.04764183	1.0250055	0.6489675	3.6064942e-18	3.7292917e-18	1.4641658e-17	2.7037047e-19	876.6622288227081
12	3187.5752	117.726105	3385.1433	3075.437	3488.1028	40.419178	3566.4622	3424.5989	1000.0	1000.0	47999	192.76237	40.17819	240.9338	22.091707	192.76253	40.17811	241.12141	22.573706	-192.67647	7.6359816	0.8298053	0.05037746	1.0207919	0.67426175	6.6292296e-20	6.8654996e-20	2.7009629e-19	5.0032573e-21	953.2786812782288
13	3260.88	30.028015	3305.262	3225.0684	3601.5962	47.498974	3691.0715	3538.2886	1000.0	1000.0	51999	207.87395	40.348778	259.80432	30.297222	207.87392	40.349037	260.6414	30.794811	-207.75818	7.9103613	0.870149	0.049069963	1.0733227	0.7108577	1.2336395e-21	1.2722027e-21	4.998297e-21	9.301669e-23	1029.0600218772888
14	3343.1816	105.617676	3461.618	3172.4998	3724.2722	89.77383	3844.3228	3519.8247	1000.0	1000.0	55999	222.0592	40.953636	272.31244	38.460693	222.05922	40.953568	272.81165	39.42199	-221.90909	8.454697	0.90183693	0.05054037	1.0892841	0.7281575	2.28952e-23	0.0	9.292271e-23	1.7378119e-24	1105.0764887332916
15	3451.1404	51.10346	3504.0647	3380.0952	3788.1711	69.57254	3855.071	3649.5444	1000.0	1000.0	59999	235.59589	41.43952	284.50226	41.613716	235.59598	41.439537	284.4218	42.195187	-235.42017	8.730553	0.9250226	0.049683757	1.120167	0.7681805	4.273422e-25	0.0	1.7360626e-24	3.214934e-26	1181.2160346508026
16	3568.9197	41.756187	3620.859	3507.6975	3993.2524	56.824505	4091.1965	3907.218	1000.0	1000.0	63999	247.69427	42.466774	299.54776	45.210514	247.69424	42.46695	299.98737	45.40216	-247.49368	8.965105	0.94431055	0.056358714	1.1999923	0.7633646	7.889849e-27	0.0	3.2117097e-26	5.983823e-28	1257.702425956726
17	3621.836	83.598976	3706.7783	3491.5527	4195.43	117.078705	4333.261	3923.6267	1000.0	1000.0	67999	259.9636	43.263798	315.46945	38.81733	259.9636	43.26388	312.49808	41.389763	-259.75128	9.292093	0.99332666	0.0532495	1.2197508	0.827243	1.4741315e-28	0.0	5.9778453e-28	1.12133675e-29	1333.7289259433746
18	3800.2617	100.204025	3919.7825	3669.963	4205.1733	63.861088	4322.8027	4085.8284	1000.0	1000.0	71999	271.99152	44.6411	327.6102	48.58209	271.99146	44.641552	326.9325	49.541542	-271.7664	9.683105	1.0444249	0.054141868	1.2557489	0.86552423	2.7707792e-30	0.0	1.1202593e-29	2.1071613e-31	1410.128458738327
19	3894.23	51.80258	3953.3452	3824.409	4207.768	68.34595	4312.35	4092.9214	1000.0	1000.0	75999	283.77863	45.965187	338.904	42.660954	283.77875	45.965153	339.76337	45.362724	-283.52686	9.939209	1.0878178	0.054115057	1.3250151	0.9193375	5.21935e-32	0.0	2.1050884e-31	3.9412298e-33	1486.8200190067291
20	3975.9033	32.94009	4004.478	3919.915	4512.8174	54.33183	4607.489	4425.7856	1000.0	1000.0	79999	295.10468	47.206345	351.73428	44.68125	295.10477	47.206917	351.45157	45.379803	-294.83694	10.199211	1.1231344	0.0561838	1.3644168	0.9235127	9.715481e-34	0.0	3.9373227e-33	7.419457e-35	1565.1850163936615
21	4098.381	83.93022	4229.5024	3995.4995	4486.0967	51.244205	4563.0684	4404.9785	1000.0	1000.0	83999	306.2231	48.197838	363.30435	45.319164	306.2231	48.19778	363.08417	44.693707	-305.93835	10.314328	1.1793445	0.057014517	1.402442	0.9791377	1.832043e-35	0.0	7.412102e-35	1.4055921e-36	1642.2902925014496
22	4187.7793	68.880356	4280.0107	4109.224	4635.503	96.13238	4858.969	4532.9033	1000.0	1000.0	87999	317.66937	48.57073	378.62982	46.040142	317.66937	48.57114	378.70682	43.430393	-317.37946	10.600213	1.2149891	0.056784928	1.4629825	1.02218	3.4605397e-37	0.0	1.4041987e-36	2.6188665e-38	1726.2546880245209
23	4401.305	85.130585	4489.686	4270.8457	4910.667	36.843357	4994.254	4866.5103	1000.0	1000.0	91999	328.79593	48.79294	392.62915	48.723156	328.79575	48.793	391.30164	49.030632	-328.50143	10.648031	1.2694719	0.057799216	1.5135771	1.0814224	6.486466e-39	0.0	2.61629e-38	4.95508e-40	1807.6016592979431
