Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	33617.027	1214.7725	34676.55	31561.164	32764.443	22.04285	32798.64	32725.895	1000.0	1000.0	3999	9.950184	5.8176675	28.963818	-9.944968e-07	9.950367	5.8175154	29.058453	-7.5353506e-07	-9.424113	0.2004331	0.34227693	0.0072025796	0.36898172	0.31836239	1.3938185	0.78366905	3.0274029	1.9386395e-07	112.51917243003845	1.4
2	34027.93	895.9443	34839.88	32577.793	37939.855	51.94528	38016.336	37848.812	1000.0	1000.0	7999	33.1997	7.8860745	64.9676	14.72034	33.19963	7.8863783	65.18261	14.635387	-32.654343	0.5962261	0.3666375	0.010203571	0.39870667	0.33472455	3.7902713	0.46509135	4.724385	2.6625092	254.223046541214	1.4
3	35777.625	4704.2817	42257.094	30783.438	92521.836	1383.4642	94913.72	90551.76	1000.0	1000.0	11999	55.74472	8.877031	92.88647	28.969004	55.74471	8.876771	92.5841	28.91531	-55.13964	0.9800408	0.40559953	0.019865353	0.4761471	0.35914537	5.263112	0.46683082	6.6863184	4.1884985	399.1615152359009	1.4
4	62881.402	8086.4795	75205.05	55263.777	76090.33	9576.904	92341.25	58236.465	1000.0	1000.0	15999	75.5692	12.097935	177.56975	40.30432	75.56932	12.09752	176.70683	39.586273	-74.96459	5.208194	0.6766122	0.17654856	1.2391773	0.40468237	6.730577	0.7142737	9.396257	5.1253695	541.2987661361694	1.4
5	77952.66	7244.501	87834.445	70522.35	75974.78	7966.525	91990.13	61593.77	1000.0	1000.0	19999	118.23275	34.132065	279.47778	47.58378	118.23276	34.13175	278.55994	47.61867	-118.130196	16.810644	1.8021147	0.29035458	2.4260037	1.0090154	10.447221	1.2234372	13.230757	7.188303	683.5204300880432	1.4
6	71483.53	6128.294	81657.7	66213.32	78098.195	7932.924	87419.87	63044.902	1000.0	1000.0	23999	170.59642	48.735924	341.85852	12.03516	170.59705	48.734226	342.2928	15.849489	-170.11945	31.338823	1.4025935	0.30645257	2.3560476	0.969185	10.622844	0.71695536	13.370129	8.943627	825.6859004497528	1.4
7	83572.25	9624.773	98185.35	73574.125	79923.49	12582.889	99122.55	55417.77	1000.0	1000.0	27999	202.63235	52.072514	398.18362	17.801445	202.6329	52.06844	395.3616	21.13347	-201.8524	36.38287	1.7316061	0.41035864	2.8544292	1.0609406	11.863365	1.3199153	15.176254	9.354152	967.3710582256317	1.4
8	81284.29	11375.197	96923.7	67305.48	75290.42	7917.88	92990.99	62217.76	1000.0	1000.0	31999	253.01353	69.408936	436.38794	15.622012	253.01384	69.404785	440.45493	14.598406	-252.3003	53.20425	2.2005267	0.33635673	3.071977	1.3280805	13.533435	0.90752155	16.277622	10.840654	1109.108840227127	1.4
9	71155.24	2821.9312	75991.81	68905.65	89961.83	16708.15	117489.03	62541.484	1000.0	1000.0	35999	275.01654	77.000465	475.72244	29.59668	275.01715	76.995705	477.27228	31.947227	-273.59268	53.358665	1.4272568	0.14688171	1.9942086	1.0838102	11.907486	0.5092744	14.36432	10.287578	1252.816558122635	1.4
10	81124.86	15192.992	98506.016	57673.48	66339.41	6994.5312	78719.25	53311.246	1000.0	1000.0	39999	286.81445	80.04153	506.38156	54.028835	286.81436	80.036545	505.16815	55.284664	-285.26157	55.52586	1.5595444	0.111791514	1.9745011	1.2048708	12.460299	0.48487547	14.244687	10.886118	1395.0204725265503	1.4
